player_id,Rank,Name,OVR,PAC,SHO,PAS,DRI,DEF,PHY,Acceleration,Sprint Speed,Positioning,Finishing,Shot Power,Long Shots,Volleys,Penalties,Vision,Crossing,Free Kick Accuracy,Short Passing,Long Passing,Curve,Dribbling,Agility,Balance,Reactions,Ball Control,Composure,Interceptions,Heading Accuracy,Def Awareness,Standing Tackle,Sliding Tackle,Jumping,Stamina,Strength,Aggression,Position,Weak foot,Skill moves,Preferred foot,height,weight,Alternative positions,Age,Nation,League,Team,play style,url,GK Diving,GK Handling,GK Kicking,GK Positioning,GK Reflexes,,current_mv
5414,5037,seiya maikuma,70,74,60,64,67,65,67,77,71,61,58,66,64,55,49,62,69,44,67,60,61,64,78,69,67,69,63,66,51,67,67,65,68,80,63,59,RB,3,2,right,178,68,,26,Japan,Eredivisie,AZ,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/seiya-maikuma/266071,,,,,,,1500000
5415,5037,jordy makengo,70,82,30,58,64,67,72,79,85,44,28,34,30,24,30,52,61,34,66,57,50,65,61,62,67,63,56,66,62,67,70,66,82,67,77,64,LB,3,2,left,190,79,CB,23,France,Bundesliga,SC Freiburg,Rapid,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/jordy-makengo/262668,,,,,,,3500000
5416,5037,cephas malele,70,84,67,48,68,33,83,85,84,71,65,75,60,65,71,47,37,48,57,38,59,67,75,65,63,69,68,22,72,42,21,23,86,83,87,72,ST,4,3,right,185,80,,30,Switzerland,CSL,Shanghai Shenhua,Rapid,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/cephas-malele/212601,,,,,,,1200000
5417,5037,darian males,70,78,65,69,72,36,66,77,79,70,67,70,56,60,68,69,71,63,70,63,75,73,73,70,64,73,66,23,51,30,43,42,73,73,73,40,CAM,3,3,left,188,76,"RM, CM",23,Switzerland,CSSL,BSC Young Boys,"Rapid, Whipped Pass",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/darian-males/252526,,,,,,,3000000
5418,5037,anthony mandréa,70,71,64,63,74,44,71,41,49,15,17,47,14,16,23,15,13,20,28,19,14,16,33,55,63,18,51,19,15,12,19,21,61,28,61,23,GK,2,1,right,186,78,,27,Algeria,Ligue 2 BKT,SM Caen,"1v1 Close Down, Far Throw",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/anthony-mandrea/220833,71,64,63,71,74,,2000000
5419,5037,dominik marczuk,70,71,63,65,69,57,61,70,71,69,66,64,57,56,50,65,68,54,67,63,65,70,68,76,65,70,57,58,45,58,60,57,55,80,53,60,RM,4,3,right,177,74,RW,20,Poland,MLS,Real Salt Lake,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/dominik-marczuk/276066,,,,,,,3500000
5420,5037,matías marín,70,67,65,67,71,27,42,67,67,68,67,62,70,37,54,73,54,65,72,71,57,72,70,88,63,71,61,23,31,28,25,30,37,63,31,43,CAM,3,3,left,169,71,CM,24,Chile,Sudamericana,Belgrano,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/matias-marin/237979,,,,,,,1300000
5421,5037,alejandro marqués,70,69,70,55,70,36,63,68,69,63,77,67,62,57,67,59,46,37,66,42,51,71,66,67,62,73,67,26,81,41,26,23,83,61,70,45,ST,3,2,right,189,76,,24,Venezuela,Liga Portugal,Estoril Praia,Power Header,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/alejandro-marques/243047,,,,,,,1000000
5422,5037,agustín martegani,70,73,67,71,72,58,63,72,74,67,62,78,70,60,58,73,64,68,74,71,66,71,76,79,60,73,73,58,49,52,66,65,63,77,61,51,CM,3,4,left,183,74,CAM,24,Argentina,Sudamericana,Boca Juniors,"Flair, Technical",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/agustin-martegani/262083,,,,,,,1800000
5423,5037,andrés martín,70,80,69,64,69,27,65,78,81,69,69,71,70,68,59,60,64,49,69,67,55,68,75,81,67,69,62,23,63,21,25,22,76,68,67,52,RM,5,3,left,178,65,"LM, RW",25,Spain,LALIGA HYPERMOTION,R. Racing Club,Rapid,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/andres-martin/246044,,,,,,,1200000
5424,5037,cris martínez,70,82,70,61,71,26,79,83,82,73,68,73,70,60,75,59,66,55,64,55,50,70,84,85,67,68,66,16,74,34,13,17,88,85,73,84,LW,3,4,left,170,70,"ST, LM",31,Paraguay,Libertadores,Huachipato,"Power Header, Rapid",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/cris-martinez/229466,,,,,,,700000
5425,5037,alejandro martínez,70,83,68,59,74,33,63,84,83,67,66,74,72,55,55,46,63,60,64,55,62,76,77,72,65,72,69,36,49,29,35,21,66,74,57,62,LW,3,3,left,170,67,"RW, ST, LM",27,Argentina,Libertadores,Talleres,"Flair, Technical",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/alejandro-martinez/263365,,,,,,,1200000
5426,5037,braian martínez,70,82,65,61,75,41,73,83,82,72,65,68,61,59,66,60,63,51,62,56,65,79,80,86,62,69,75,33,58,44,40,37,81,64,76,74,LM,3,4,right,170,77,LW,25,Argentina,Sudamericana,Everton,Rapid,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/braian-martinez/255307,,,,,,,1000000
5427,5037,javi martínez,70,65,64,63,71,57,72,63,67,70,66,59,65,51,59,67,42,49,76,65,45,72,65,66,69,73,64,65,58,52,61,46,67,80,70,66,CM,4,4,right,181,71,RM,24,Spain,LALIGA EA SPORTS,CA Osasuna,Technical,,,,,,,,1200000
5428,5037,ángelo martino,70,76,57,65,71,65,64,75,76,64,54,66,56,49,52,67,67,46,68,64,56,69,81,79,66,70,72,72,62,63,63,64,70,72,57,69,LB,3,3,left,178,73,"LM, RM",26,Argentina,Primera División,Newell's,Technical,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/angelo-martino/236671,,,,,,,1300000
5429,5037,pedro santos,70,69,68,70,73,67,64,70,68,70,64,75,70,68,69,70,70,73,71,64,79,74,71,72,70,73,73,63,60,71,70,65,66,72,58,66,LB,4,3,left,178,76,LM,36,Portugal,MLS,D.C. United,,,,,,,,,1700000
5430,5037,andrea masiello,70,36,46,58,61,71,68,35,36,45,40,63,44,52,31,49,58,35,66,65,47,57,55,54,65,66,75,70,71,75,70,67,68,54,72,74,CB,4,2,right,185,85,,38,Italy,Serie BKT,Südtirol,"Block, Intercept, Long Ball Pass",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/andrea-masiello/169115,,,,,,,200000
5431,5037,ephron mason-clark,70,84,66,63,72,29,71,83,84,68,69,68,62,63,56,66,65,56,67,51,61,70,87,85,67,68,68,24,53,26,29,23,76,70,74,61,LM,4,4,right,177,78,"RM, LW",25,England,EFL Championship,Coventry City,"Flair, Whipped Pass",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/ephron-mason-clark/236784,,,,,,,4500000
5432,5037,facundo mater,70,76,63,63,69,66,70,77,75,73,67,63,62,40,43,68,63,42,65,62,47,68,71,73,65,70,68,66,57,66,67,69,72,82,63,72,RB,3,3,right,164,64,RM,26,Argentina,Primera División,Barracas Central,"Rapid, Relentless, Slide Tackle",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/facundo-mater/258528,,,,,,,2000000
5433,5037,marc mateu,70,65,69,74,70,65,68,66,64,65,67,74,67,65,73,75,76,78,75,65,78,72,69,68,68,70,66,66,62,64,67,66,72,75,71,52,LB,3,3,left,180,71,LM,34,Spain,LALIGA HYPERMOTION,CD Eldense,"Dead Ball, Flair, Long Throw, Whipped Pass",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/marc-mateu/192634,,,,,,,700000
5434,5037,ifeanyi mathew,70,79,66,66,71,66,76,77,80,64,64,70,73,58,48,66,60,52,71,69,58,69,80,87,69,70,66,68,52,67,68,63,73,90,71,70,CM,3,3,right,175,75,CDM,27,Nigeria,CSSL,FC Zürich,Long Ball Pass,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/ifeanyi-mathew/236288,,,,,,,1500000
5435,5037,chrislain matsima,70,73,34,48,55,69,70,62,82,41,29,54,24,24,43,44,31,23,64,51,31,54,37,34,68,60,70,69,75,69,70,64,83,46,81,69,CB,3,2,right,193,80,,22,France,Bundesliga,FC Augsburg,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/chrislain-matsima/258432,,,,,,,7000000
5436,5037,brice maubleu,70,69,67,66,71,40,70,40,39,12,13,50,17,15,26,47,12,12,36,35,16,19,31,33,67,14,44,18,13,13,19,9,60,25,62,23,GK,3,1,right,192,83,,34,France,Ligue 1 McDonald's,AS Saint-Étienne,Far Throw,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/brice-maubleu/196316,69,67,66,70,71,,350000
5437,5037,alfie may,70,84,71,62,70,39,71,85,84,70,72,71,69,70,65,63,60,65,65,57,63,68,83,85,70,67,67,51,59,28,37,34,67,90,63,68,ST,4,3,right,176,72,,31,England,EFL League One,Birmingham City,"Chip Shot, Quick Step",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/alfie-may/237332,,,,,,,300000
5438,5037,james mcatee,70,70,64,67,73,41,60,72,69,68,64,66,67,53,58,67,65,56,71,67,67,74,72,53,68,76,65,33,42,44,42,43,59,69,62,43,RW,3,3,left,180,72,"CM, CAM, RM",21,England,Premier League,Manchester City,"First Touch, Flair, Incisive Pass, Technical",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/james-mc-atee/264349,,,,,,,12000000
5439,5037,ali mccann,70,66,59,65,69,70,74,63,68,65,59,63,59,48,53,67,56,51,71,68,52,67,76,78,71,69,69,72,56,69,74,74,65,86,64,84,CM,4,2,right,176,69,CDM,24,Northern Ireland,EFL Championship,Preston,Slide Tackle,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/ali-mc-cann/243520,,,,,,,2200000
5440,5037,ross mccrorie,70,78,53,61,68,67,83,74,81,57,52,57,56,30,47,58,55,56,68,64,50,70,67,70,65,66,69,65,66,66,69,65,82,89,81,82,RB,3,2,right,187,80,CB,26,Scotland,EFL Championship,Bristol City,"Bruiser, Relentless",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/ross-mc-crorie/234229,,,,,,,1800000
5441,5037,jamie mcgrath,70,71,69,67,72,58,62,75,68,69,69,72,65,61,78,68,62,69,69,64,70,70,82,72,69,70,78,59,52,59,60,57,67,78,63,40,RM,4,4,right,175,71,"CAM, LM, RW",27,Republic of Ireland,Scottish Prem,Aberdeen,"Chip Shot, Finesse Shot",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/jamie-mc-grath/225872,,,,,,,900000
5442,5037,mark mcguinness,70,54,35,50,58,69,79,53,54,30,31,49,28,35,41,45,34,33,63,56,32,58,51,50,63,63,54,69,69,70,67,67,77,69,87,72,CB,3,3,right,194,70,,23,Republic of Ireland,EFL Championship,Luton Town,"Aerial, Block",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/mark-mc-guinness/248405,,,,,,,4500000
5443,5037,luke mcnally,70,49,35,53,60,70,77,53,45,24,37,39,23,44,43,47,36,31,67,61,38,64,40,38,68,63,65,70,71,69,71,69,78,72,81,71,CB,2,2,right,193,86,,24,Republic of Ireland,EFL Championship,Bristol City,"Aerial, Slide Tackle",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/luke-mc-nally/247395,,,,,,,3800000
5444,5037,danny mcnamara,70,78,41,60,67,65,69,79,78,58,39,50,37,31,41,55,66,40,66,56,49,65,77,78,68,65,64,66,57,66,67,65,73,78,65,66,RB,2,2,right,174,72,LB,25,Republic of Ireland,EFL Championship,Millwall,Slide Tackle,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/danny-mc-namara/239443,,,,,,,2000000
5445,5037,jakov medić,70,66,52,59,58,67,83,62,69,57,50,73,40,40,34,59,53,27,66,65,39,56,57,53,66,61,64,65,69,67,69,67,81,73,90,78,CB,3,2,right,193,91,,26,Croatia,Bundesliga,VfL Bochum 1848,"Bruiser, Slide Tackle",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/jakov-medic/251288,,,,,,,
5446,5037,jeison medina,70,76,70,59,70,36,57,78,74,73,76,69,59,65,60,57,55,45,66,56,56,71,77,65,65,70,66,24,68,45,26,31,76,54,62,45,ST,3,2,right,180,74,"RW, LW",29,Colombia,Libertadores,IDV,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/jeison-medina/242492,,,,,,,1200000
5447,5037,luis mejía,70,69,72,68,72,52,65,55,48,13,14,51,17,16,18,42,21,19,24,22,21,13,60,58,65,16,31,19,13,30,13,13,73,37,76,45,GK,1,1,left,193,81,,33,Panama,Libertadores,Nacional,Footwork,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/luis-mejia/202089,69,72,68,65,72,,400000
5448,5037,dario melnjak,70,69,66,63,68,66,66,68,69,80,67,68,63,64,42,61,69,51,67,58,49,68,67,66,67,69,71,64,65,62,70,69,69,74,61,68,LB,3,2,left,179,73,,31,Croatia,Liga Hrvatska,Hajduk Split,Intercept,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/dario-melnjak/227584,,,,,,,1500000
5449,5037,juan ignacio méndez,70,67,63,68,72,67,68,66,68,64,55,76,72,65,52,69,59,54,72,71,69,70,77,80,71,71,70,67,66,64,70,71,70,70,65,71,CM,3,3,right,178,74,CDM,27,Argentina,Primera División,Newell's,Long Ball Pass,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/juan-ignacio-mendez/241927,,,,,,,1500000
5450,5037,nathaniel méndez-laing,70,87,68,68,72,49,69,86,87,71,69,70,65,65,56,72,70,57,68,60,70,72,75,75,68,70,72,52,60,43,52,44,76,75,76,40,ST,3,3,right,180,77,"LM, RM",32,Guatemala,EFL Championship,Derby County,"Flair, Quick Step, Rapid, Whipped Pass",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/nathaniel-mendez-laing/194964,,,,,,,400000
5451,5037,gideon mensah,70,76,56,63,70,64,67,77,75,66,53,65,53,56,46,54,69,49,67,61,66,70,72,80,67,69,63,64,61,62,67,68,71,75,58,76,LB,2,3,left,178,64,,26,Ghana,Ligue 1 McDonald's,AJ Auxerre,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/gideon-mensah/247124,,,,,,,2500000
5452,5037,john mercado,70,86,61,62,74,27,60,87,86,72,64,67,46,60,52,68,61,47,64,54,64,77,79,57,50,75,62,23,39,20,32,32,62,69,57,54,LW,2,3,left,186,74,"LM, RM",22,Ecuador,Liga Portugal,AVS Futebol SAD,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/john-mercado/72656,,,,,,,700000
5453,5037,merquelanz,70,59,74,74,70,45,63,55,63,70,73,79,72,66,73,74,76,80,74,68,76,70,66,73,68,72,69,48,41,25,60,55,53,62,64,65,LW,3,3,left,176,72,"RW, CAM, LM",29,Spain,LALIGA HYPERMOTION,SD Eibar,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/merquelanz/225562,,,,,,,
5454,5037,karol mets,70,67,51,58,60,69,80,54,78,50,50,58,50,34,51,55,55,31,62,66,60,56,59,57,62,65,61,67,66,68,73,68,75,74,84,77,CB,3,2,left,191,82,,31,Estonia,Bundesliga,FC St. Pauli,"Bruiser, Long Ball Pass, Slide Tackle",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/karol-mets/226506,,,,,,,1300000
5455,5037,eric meza,70,83,61,66,72,64,70,83,83,72,57,73,67,39,45,67,64,46,70,61,69,73,82,71,68,69,72,64,54,63,70,60,74,72,70,64,RB,3,3,right,175,73,LB,25,Argentina,Libertadores,Estudiantes,Rapid,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/eric-meza/258090,,,,,,,1500000
5456,5037,florian miguel,70,70,53,61,67,68,74,72,69,59,58,54,44,41,41,59,67,39,64,59,61,66,69,70,70,66,68,70,66,70,65,66,78,75,74,71,LB,2,2,left,179,70,CB,28,France,LALIGA HYPERMOTION,Burgos CF,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/florian-miguel/226130,,,,,,,1000000
5457,5037,enea mihaj,70,61,42,50,49,72,71,59,63,42,33,67,37,44,40,29,48,25,65,61,34,47,51,59,60,47,63,69,72,71,74,73,77,67,74,69,CB,2,2,right,186,81,,26,Albania,Liga Portugal,FC Famalicão,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/enea-mihaj/251446,,,,,,,1500000
5458,5037,pedro milans,70,68,47,60,66,66,65,69,67,55,42,62,44,44,44,47,71,50,67,52,57,66,71,69,63,65,65,71,51,64,66,72,64,72,65,55,RB,2,3,right,171,67,,22,Uruguay,Libertadores,Peñarol,Intercept,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/pedro-milans/270854,,,,,,,1000000
5459,5037,lucas mincarelli,70,70,50,63,66,69,59,73,68,58,49,53,51,46,48,58,66,44,68,60,60,66,67,66,69,65,64,68,59,69,72,67,64,64,52,69,LB,3,2,left,180,65,,20,France,Ligue 1 McDonald's,Montpellier,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/lucas-mincarelli/278262,,,,,,,1000000
5460,5037,alan minda,70,84,66,63,72,51,55,82,85,69,70,64,62,59,50,63,65,37,68,60,57,73,80,75,63,69,65,60,49,43,55,50,62,58,50,60,RM,3,4,right,171,67,"ST, RW",21,Ecuador,1A Pro League,Cercle Brugge,Whipped Pass,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/alan-minda/263397,,,,,,,6000000
5461,5037,ignasi miquel,70,54,35,56,59,70,71,55,54,26,34,55,21,26,43,54,49,24,68,61,27,55,58,35,69,67,60,71,70,70,70,71,74,63,77,67,CB,3,2,left,188,82,,31,Spain,LALIGA HYPERMOTION,Granada CF,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/ignasi-miquel/196935,,,,,,,1200000
5462,5037,ignacio miramón,70,66,57,62,68,67,74,63,69,53,55,61,57,57,58,58,57,59,68,67,51,67,72,69,65,69,56,66,46,68,71,70,63,79,72,74,CDM,2,3,right,179,74,CM,21,Argentina,Sudamericana,Boca Juniors,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/ignacio-miramon/261171,,,,,,,2500000
5463,5037,gerasimos mitoglou,70,63,31,51,46,68,82,58,67,26,30,40,25,28,37,37,40,28,65,61,37,34,60,63,67,50,60,64,67,69,71,69,77,80,83,82,CB,3,2,right,195,88,,24,Greece,Hellas Liga,AEK Athens,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/gerasimos-mitoglou/262822,,,,,,,1200000
5464,5037,koji miyoshi,70,75,65,68,74,46,49,81,70,62,66,63,64,70,64,70,66,66,71,63,68,70,94,92,66,73,64,43,37,44,51,47,50,56,43,55,RM,3,4,left,167,62,"CAM, RW",27,Japan,Bundesliga,VfL Bochum 1848,"First Touch, Incisive Pass",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/koji-miyoshi/233151,,,,,,,2000000
5465,5037,brede mathias moe,70,59,43,53,59,70,78,60,59,38,34,64,48,36,39,42,42,34,66,60,41,55,51,65,69,63,66,70,66,71,70,69,77,75,83,69,CB,3,2,right,184,80,,32,Norway,Eliteserien,FK Bodø/Glimt,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/brede-mathias-moe/212938,,,,,,,
5466,5037,sadegh moharrami,70,83,30,57,67,64,58,85,81,56,26,34,27,21,38,57,63,27,62,55,39,65,75,84,62,68,57,68,56,60,66,70,65,77,47,61,RB,2,3,right,174,71,RM,28,Iran,Liga Hrvatska,Dinamo Zagreb,"Jockey, Rapid",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/sadegh-moharrami/244259,,,,,,,1000000
5467,5037,jayson molumby,70,61,53,65,68,64,65,63,60,58,54,54,51,45,57,69,49,42,74,73,46,67,67,66,70,71,66,68,52,61,68,63,59,74,57,74,CDM,3,2,right,176,68,CM,25,Republic of Ireland,EFL Championship,West Brom,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/jayson-molumby/236344,,,,,,,3000000
5468,5037,gabriele moncini,70,80,69,57,69,37,68,82,78,70,71,69,64,68,68,55,46,52,66,50,63,68,78,66,67,68,65,32,70,37,33,30,80,74,68,57,ST,3,3,right,183,75,,28,Italy,Serie BKT,Brescia,"Aerial, Rapid",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/gabriele-moncini/220915,,,,,,,1100000
5469,5037,thomas monconduit,70,48,57,67,66,70,74,41,53,62,49,68,67,39,52,66,66,63,67,69,72,64,62,59,67,70,68,70,68,71,69,67,68,72,76,72,CDM,3,2,right,184,83,CM,33,France,Ligue 1 McDonald's,AS Saint-Étienne,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/thomas-monconduit/203128,,,,,,,400000
5470,5037,elliott moore,70,33,30,48,49,69,83,34,33,30,26,41,24,37,45,35,32,36,65,56,32,45,33,35,67,58,65,65,75,70,68,66,77,80,92,67,CB,3,2,right,196,92,,27,England,EFL Championship,Oxford United,"Aerial, Bruiser",,,,,,,,500000
5471,5037,giotto morandi,70,77,68,67,71,52,63,78,77,69,68,68,67,61,72,70,62,60,71,62,59,71,77,71,66,72,67,48,54,56,50,48,71,69,66,48,CAM,3,3,left,181,78,"ST, RM",25,Switzerland,CSSL,GC Zürich,Flair,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/giotto-morandi/240544,,,,,,,800000
5472,5037,weverson,70,81,54,64,63,67,61,81,81,60,54,63,54,30,39,60,66,40,70,63,48,61,76,68,63,62,60,69,60,67,69,61,72,75,56,55,LB,2,3,left,185,69,LM,24,Brazil,Liga Portugal,Arouca,Rapid,,,,,,,,1500000
5473,5037,jorge morel,70,67,48,61,60,69,78,67,67,57,44,55,51,38,51,61,50,48,69,68,33,54,64,66,68,66,56,70,68,68,71,66,78,80,79,75,CB,3,2,right,184,80,"CDM, CM",26,Paraguay,Libertadores,Cerro Porteño,Intercept,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/jorge-morel/253251,,,,,,,1800000
5474,5037,didier moreno,70,68,40,58,62,68,78,68,68,53,30,59,36,64,40,59,47,35,68,65,39,57,70,71,71,64,64,75,59,75,62,63,74,85,78,71,CDM,3,2,left,179,78,CM,32,Colombia,Libertadores,Junior,"Anticipate, Jockey, Long Ball Pass, Relentless, Tiki Taka",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/didier-moreno/214343,,,,,,,500000
5475,5037,stefano moreo,70,77,65,61,68,47,80,69,83,66,65,73,60,62,64,66,58,52,68,50,55,67,74,56,70,69,65,46,72,40,51,33,85,80,84,69,ST,3,3,right,191,85,,31,Italy,Serie BKT,Pisa,"Bruiser, Quick Step",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/stefano-moreo/222959,,,,,,,800000
5476,5037,yerson mosquera,70,78,30,49,52,69,73,76,80,35,20,45,35,31,37,45,35,29,61,54,40,41,69,55,68,59,65,70,69,70,69,68,81,68,75,70,CB,3,2,right,188,84,RB,23,Colombia,Premier League,Wolves,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/yerson-mosquera/256666,,,,,,,6000000
5477,5037,daniel mosquera,70,70,70,52,67,28,78,64,74,65,75,73,62,64,61,48,35,55,61,55,55,66,61,78,64,69,61,23,73,22,23,22,85,65,86,70,ST,4,3,right,181,85,,24,Colombia,Serie A Enilive,Hellas Verona,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/daniel-mosquera/266585,,,,,,,700000
5478,5037,santiago mouriño,70,69,36,49,50,69,77,66,71,42,32,55,30,22,29,51,37,31,61,48,35,40,66,70,67,50,62,66,71,65,74,69,82,71,80,75,CB,3,2,right,183,76,RB,22,Uruguay,LALIGA EA SPORTS,D. Alavés,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/santiago-mourino/276493,,,,,,,1200000
5479,5037,karlo muhar,70,66,48,55,59,69,88,65,67,55,40,64,53,39,41,60,36,40,65,60,32,56,65,61,66,61,61,69,63,69,71,64,80,91,90,82,CDM,4,2,right,190,83,CM,28,Croatia,ROSHN Saudi League,Al Orobah,"Bruiser, Relentless",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/karlo-muhar/250952,,,,,,,2000000
5480,5037,samuele mulattieri,70,71,69,60,69,37,67,72,71,72,73,67,65,63,53,60,49,55,66,59,62,69,68,65,66,73,62,35,67,27,38,37,75,69,70,53,ST,4,2,right,183,77,,23,Italy,Serie BKT,Sassuolo,Chip Shot,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/samuele-mulattieri/243200,,,,,,,4000000
5481,5037,abdul mumin,70,77,36,57,63,69,74,76,78,43,32,52,28,28,35,48,47,26,68,68,57,62,63,65,65,65,64,69,64,70,70,67,81,70,76,73,CB,4,3,right,188,79,,26,Ghana,LALIGA EA SPORTS,Rayo Vallecano,Slide Tackle,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/abdul-mumin/235662,,,,,,,2500000
5482,5037,derry john murkin,70,87,42,64,66,61,76,86,88,57,33,68,41,26,31,54,69,44,66,70,70,66,70,74,65,65,55,60,59,58,65,64,73,77,74,79,LB,4,2,left,183,81,"LM, CB",25,England,Bundesliga 2,FC Schalke 04,Intercept,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/derry-john-murkin/269248,,,,,,,
5483,5037,damián musto,70,40,49,62,59,69,76,33,45,59,34,70,65,32,39,66,54,50,67,71,35,57,43,55,65,64,68,70,70,67,71,63,69,68,81,75,CDM,3,2,right,183,80,CM,37,Argentina,LALIGA HYPERMOTION,FC Cartagena,Slide Tackle,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/damian-musto/216019,,,,,,,100000
5484,5037,yahia nader,70,59,49,60,61,67,77,61,57,39,37,70,56,55,44,58,45,39,69,69,49,58,54,70,65,67,60,68,58,68,68,67,70,84,75,74,CDM,3,2,right,176,78,CM,26,United Arab Emirates,United Emirates League,Al Ain FC,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/yahia-nader/247060,,,,,,,2500000
5485,5037,ádám nagy,70,67,54,70,73,68,64,69,65,64,48,58,58,68,58,66,69,62,75,71,69,71,83,83,71,71,74,73,54,69,70,66,61,81,55,65,CM,4,3,right,178,70,CDM,29,Hungary,Serie BKT,Spezia,Anticipate,,,,,,,,900000
5486,5037,rúben vinagre,70,82,55,69,76,64,58,82,82,70,52,64,48,47,58,65,74,59,72,66,69,76,83,78,72,74,70,64,57,63,66,65,70,57,55,66,LB,2,4,left,174,66,,25,Portugal,PKO BP Ekstraklasa,Legia Warszawa,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/ruben-vinagre/235172,,,,,,,2400000
5487,5037,maik nawrocki,70,75,51,57,62,70,69,74,75,52,49,59,53,44,40,59,40,35,67,68,41,57,68,58,67,66,62,70,62,72,70,68,77,56,74,72,CB,4,2,right,185,75,,23,Poland,Scottish Prem,Celtic,"Block, Jockey",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/maik-nawrocki/255838,,,,,,,3500000
5488,5037,abdoulaye ndiaye,70,64,31,49,49,71,71,58,69,21,24,55,22,23,46,52,28,18,63,52,46,43,42,55,68,53,65,68,71,69,75,69,78,61,76,70,CB,2,2,left,185,75,,22,Senegal,Ligue 1 McDonald's,Stade Brestois 29,Jockey,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/abdoulaye-ndiaye/259150,,,,,,,2500000
5489,5037,andreas ndoj,70,64,38,53,48,72,73,63,65,31,34,50,40,24,41,47,45,33,65,58,32,42,49,55,61,52,52,73,72,72,71,71,80,68,76,68,CB,3,2,right,190,84,,21,Greece,Hellas Liga,Olympiacos FC,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/andreas-ndoj/72863,,,,,,,4000000
